Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Kubernetes Básico,,Mergulhe no futuro da infraestrutura,,,"Brendan Burns, Joe Beda, Kelsey Hightower","Burns, Brendan",,,,,,Novatec Editora,,2020/01/22,2020,,,,Computers,"O Kubernetes veio para ficar. Em apenas cinco anos, esse orquestrador de contêineres mudou radicalmente o modo como os desenvolvedores e o pessoal de operações fazem o desenvolvimento, a implantação e a manutenção de aplicações na nuvem. A edição atualizada deste livro popular explica como o Kubernetes pode ajudar sua empresa a atingir novos patamares de velocidade, agilidade, confiabilidade e eficiência – não importa se os sistemas distribuídos são uma novidade para você ou se você já vem implantando aplicações nativas de nuvem há algum tempo.Brendan Burns, Joe Beda e Kelsey Hightower – todos com participação ativa na conceitualização e no desenvolvimento do Kubernetes desde o princípio – mostram como esse sistema está presente no ciclo de vida de uma aplicação distribuída. Você aprenderá a usar ferramentas e APIs para automatizar sistemas distribuídos escaláveis para serviços online, aplicações de machine learning ou até mesmo para um cluster de computadores Raspberry Pi.• Crie e execute um cluster simples para saber como o Kubernetes funciona. • Explore os detalhes da implantação de uma aplicação usando o Kubernetes, Pods, Services, Ingress e ReplicaSets.• Faça a integração de armazenagem em microsserviços conteinerizados no Kubernetes.• Conheça os objetos especializados do Kubernetes, como DaemonSets, Jobs, ConfigMaps e secrets.• Veja exemplos práticos de como desenvolver e implantar aplicações do mundo real no Kubernetes.",,,,,,,,,,,288,,,,,,português,,,,,,9788575228241,,1,5.000000,,Read,,,,2020/03/22,,,,,,0,,,,,2020/02/28 21:28:00.575853943,,,,,,,,m5bLDwAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2020,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2020\/03\/22 15:38:55.329831957"",""activityDate"":""2020\/03\/22""}]"
Ldap - Um Guia Pratico,,(LIGHTWEIGHT DIRECTORY ACCESS PROTOCOL),,,Clovis Sena,"Sena, Clovis",,,,,,CIENCIA MODERNA,,,,,,,,"Este livro originou-se de uma série de artigos escritos pelo autor, no final de 2004 e começo de 2005, sobre o uso de uma nova tecnologia denominada LDAP. Ao escrever esses artigos, observou que boa parte da documentação existente era muito técnica ou acadêmica e não havia quase nenhuma documentação explicando, de forma simples e objetiva, como e por que usar essas tecnologias. Ao longo do livro mostra-se como o uso do LDAP pode ser proveitoso para sua empresa, seus clientes e parceiros. Seja como uma base unificada de informações corporativas a ser consultada pelos vários sistemas e aplicativos dentro do ambiente da empresa, onde pode ser usada para fins de autenticação (logins, e-mail, groupware), catálogo de endereços, controle de acesso Web, etc., seja em uma estrutura de rede heterogênea, com vários sistemas operacionais (desktops, servidores) convivendo lado a lado.",,,,,,,,,,,168,,,,,,português,,,,,,9788573934595,,0,3.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:26:51.393437981,,,,,,,Fila 0 | Coluna 3 | Zona 21,B7snywAACAAJ,Profissional,0,,0,,http://images.amazon.com/images/P/857393459X.01Z.jpg,
Lean Enterprise Como empresas de alta performance inovam em escala,,,,,Barry O’ Reilly,"Reilly, Barry O’",,,,,,O’Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.000000,,Read,,0,,2018/06/10,,,,,,0,,,,,2018/06/10 02:36:33.126185059,,,,,,,,,Profissional,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/B3AB5AB5-4FA8-4B57-9832-911D09C40ABE,
Let’s Go Revel,,,,,Thomas Reschenhofer,"Reschenhofer, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.000000,,Read,,,,2021/01/23,,,,,,0,,,,,2021/01/23 10:47:47.551422953,,,,,,,,,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/01\/23 10:47:47.577036976"",""activityDate"":""2021\/01\/23""}]"
Linux para Linuxers,,Do desktop ao datacenter,,,Luiz Antonio Jacques Noal,"Noal, Luiz Antonio Jacques",,,,,,Novatec Editora,,2016/01/07,2016,,,,Computers,"Este livro, destinado a usuários iniciantes e intermediários, aborda aspectos relevantes do Debian GNU/Linux utilizado como plataforma única em hosts de uma rede de porte médio com várias estações de trabalho e alguns computadores servidores. Tendo como foco a execução de tarefas utilizando a linha de comandos do shell, o livro abrange: •     Obtenção e instalação do sistema operacional •     Instalação de impressoras •     Instalação de serviços de rede •     Inúmeros comandos utilizados no gerenciamento do sistema operacional, no gerenciamento de rede e no suporte a usuários. As duas primeiras partes do livro abordam conceitos e comandos que inicialmente podem parecer “soltos”, mas que são necessários para o entendimento das partes posteriores referentes a serviços de rede e suporte.",,,,,,,,,,,696,,,,,,português,,,,,,9788575224724,,0,5.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:48:23.393725037,,,,,,,,BXhVCwAAQBAJ,Profissional,0,,,,,
Linux para Makers,,Entenda o sistema operacional que executa no Raspberry Pi e em outros computadores de placa única,,,Aaron Newcomb,"Newcomb, Aaron",,,,,,Novatec Editora,,,,,,,Technology & Engineering,"Alguns makers se sentem intimidados em usar o Raspberry Pi ou placas semelhantes porque acham que o Linux é enigmático e difícil demais. A boa notícia é que o sistema operacional Linux, na verdade, é somente outra ferramenta no cinto de ferramentas do maker! Assim como todas as ferramentas, esse sistema não será mais tão desafiador depois que você aprender a usá-lo de modo eficaz.Faz sentido que os makers desenvolvam uma preferência pelo uso do Linux para ajudar na criação de projetos que sejam executados em computadores de placa única, do mesmo modo que usamos uma chave de fenda ou um martelo em carpintaria. Com efeito, o Linux é tão eficaz que você talvez o prefira em vez de outros sistemas operacionais e opte por usá-lo em seu cotidiano.Este é o primeiro livro a explicar o Linux especificamente para os makers, apresentando os princípios básicos necessários para aprender mais e explorar melhor os seus projetos.Entre carregar o sistema operacional, resolver problemas e preparar projetos, você aprenderá a:instalar o Raspbian e outras distribuições populares de Linux;programar e escrever scripts que controlem um hardware do mundo real;usar os comandos do Linux (e também conhecerá seus sistemas e processos);controlar os pinos da GPIO em seu Raspberry Pi;configurar um applet IFTTT e outros serviços de nuvem;executar um Raspberry Pi virtual no Windows, no Mac ou no Linux.Desfrute a liberdade e as infinitas possibilidades oferecidas pelo Linux!",,,,,,,,,,,248,,,,,,português,,,,,,9788575226735,,1,5.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:34:05.805462002,,,,,,,Fila 0 | Coluna 3 | Zona 19,d_pcDwAAQBAJ,Profissional,0,,0,,,
Logica De Programaçao,,,,,"Paulo Silveira, Adriano Almeida","Silveira, Paulo",,,,,,CASA DO CODIGO,,,,,,,,,,,,,,,,,,,173,,,,,,português,,,,,,9788566250220,,0,3.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 02:10:35.880952954,,,,,,,,gzMsvgAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8566250222.01Z.jpg,
Machine Learning Refined,,"Foundations, Algorithms, and Applications",,,"Jeremy Watt, Reza Borhani, Aggelos K. Katsaggelos","Watt, Jeremy",,,,,,Cambridge University Press,,2020/01/29,2020,,,,Computers,"With its intuitive yet rigorous approach to machine learning, this text provides students with the fundamental knowledge and practical tools needed to conduct research and build data-driven products. The authors prioritize geometric intuition and algorithmic thinking, and include detail on all the essential mathematical prerequisites, to offer a fresh and accessible way to learn. Practical applications are emphasized, with examples from disciplines including computer vision, natural language processing, economics, neuroscience, recommender systems, physics, and biology. Over 300 color illustrations are included and have been meticulously designed to enable an intuitive grasp of technical concepts, and over 100 in-depth coding exercises (in Python) provide a real understanding of crucial machine learning algorithms. A suite of online resources including sample code, data sets, interactive lecture slides, and a solutions manual are provided online, making this an ideal text both for graduate courses on machine learning and for individual reference and self-study.",,,,,,,,,,,598,,,,,,inglês,,,,,,9781108575546,,0,3.000000,,Read,,,,2021/05/09,,,,,,0,,,,,2021/05/09 05:26:39.784443974,,,,,,,Digital Kindle,RJgoEAAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/05\/09 05:33:35.491873979"",""activityDate"":""2021\/05\/09""}]"
Mãe Recém-nascida,,,,,Thaís Vilarinho,"Vilarinho, Thaís",,,,,,BUZZ EDITORA,,,,,,,,"É sempre sobre o bebê. Livros e mais livros sobre o bebê. Tem também diários e mais diários. Do bebê. Mas e a mãe que acabou de nascer? Aqui está. Algo para você. Algo que é meio livro, meio diário, meio conversa entre amigas. É meio conforto, meio direção para você se conectar com seu instinto e se reconectar com sua identidade. É meio choque de realidade, meio cafuné. É meio incentivo, meio desabafo. Um chacoalhão, um abraço apertado. Sinceridade. Norte. Amor.",,,,,,,,,,,240,,,,,,português,,,,,,9788593156977,,1,5.000000,,Read,,,,2020/10/31,,,,,,0,,,,,2020/10/31 18:25:39.074617028,,,,,,,,J0FsxAEACAAJ,Jéssica,0,,0,,http://images.amazon.com/images/P/8593156975.01Z.jpg,"[{""status"":0,""activityYear"":2020,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2020\/10\/31 18:25:50.485193967"",""activityDate"":""2020\/10\/31""}]"
Manual de projetos do Arduino,,25 projetos práticos para começar,,,Mark Geddes,"Geddes, Mark",,,,,,Novatec Editora,,2017/03/28,2017,,,,Technology & Engineering,"Você tem um Arduino – e agora?O Manual de projetos do Arduino é uma coleção de projetos de eletrônica para iniciantes que usam a placa de baixo custo Arduino. Com apenas alguns componentes, um Arduino e um computador, você aprenderá a construir e programar desde espetáculos de luzes e jogos clássicos de fliperama até um sistema ultrassônico de segurança.Primeiro, você terá uma introdução ao Arduino e valiosos conselhos sobre ferramentas e componentes. Em seguida, poderá avançar pelo livro na ordem definida ou simplesmente pular para os projetos que mais chamarem a sua atenção. Cada projeto inclui uma introdução simples, fotos e diagramas de circuito coloridos e todo o código necessário.O Manual de projetos do Arduino é uma maneira rápida e divertida de começar a usar microcontroladores e é perfeito para iniciantes, entusiastas de eletrônica como hobby, pais e educadores.25 projetos passo a passoLED controlado por um botão de pressãoDimmer de luzGráfico de barrasLuz estroboscópica de discotecaMonitor de plantasDetector de fantasmasMelodia do ArduinoJogo da memóriaFechadura com batida secretaLaser controlado por joystickServomecanismo controlado remotamenteEscrevendo na tela de LCDEstação meteorológicaDispositivo de adivinhaçãoJogo de tempo de reaçãoDado eletrônicoLançador de foguetesSensor de intrusosAlarme a laserArma sentinelaAlarme por sensor de movimentoSistema de entrada por tecladoSistema de entrada por cartão ID sem fioEspetáculo de luzes multicoloridasConstrua seu próprio Arduino",,,,,,,,,,,288,,,,,,português,,,,,,9788575225523,,0,5.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:34:05.846739053,,,,,,,,ooSKDgAAQBAJ,Profissional,0,,,,,
Manual do futuro redator,,Técnicas e causos para quem quer se aventurar na profissão,,,Sérgio Calderaro,"Calderaro, Sérgio",,,,,,Novatec Editora,,2015/06/10,2015,,,,Language Arts & Disciplines,"Você estuda ou está pensando em estudar Publicidade, Jornalismo ou Letras? Gosta de ler e escrever e quer dicas de quem já passou por poucas e boas em agências de publicidade, redações de jornal e editoras? Quer conhecer causos curiosos de um profissional do texto que já deu aulas em universidades do Brasil e da Europa e trabalhou como assessor de Imprensa e Divulgação em uma das maiores embaixadas brasileiras do exterior?O Manual do futuro redator traz tudo isso e muito mais. Em linguagem ágil e envolvente, mescla orientações técnicas a saborosas histórias do dia a dia de um profissional com duas décadas e meia de ofício. Esta obra inédita em sua abordagem pretende fazer com que você saiba onde está se metendo antes de decidir seu caminho. Daí pra frente, a decisão será sua. Vai encarar?",,,,,,,,,,,120,,,,,,português,,,,,,9788575224397,,0,3.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 02:00:45.919232010,,,,,,,,RiPYCQAAQBAJ,Profissional,0,,,,,
Mapeamento de Experiências,,,,,Jim Kalbach,"Kalbach, Jim",,,,,,Alta Books,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,9788550800615,,1,5.000000,,Read,,0,,2021/09/18,,,,,,0,,,,,2021/08/04 20:46:33.175557971,,,,,,,,,Profissional,0,0,0,,http://images.amazon.com/images/P/8550800619.01Z.jpg,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/09\/18 23:40:54.274849057"",""activityDate"":""2021\/09\/18""}]"
Marketing Ágil,,,,,Michelle Accardi-Petersen,"Accardi-Petersen, Michelle",,,,,,Novatec Editora,,2013/06/05,2013,,,,Business & Economics,"Michelle Accardi-Petersen, vice-presidente de ePlatform Marketing na CA Technologies, foi uma pioneira na introdução de aspectos não relacionados à programação da metodologia de desenvolvimento de software ágil para a criação e a implementação de ações bem-sucedidas de planejamento e gerenciamento de projetos de marketing. No livro Marketing Ágil você descobrirá que muitos aspectos do gerenciamento de projetos ágeis se adaptam perfeitamente às necessidades de gerenciamento de projetos verificadas nos departamentos de marketing de empresas de todos os portes.Na realidade, os velhos métodos de planejamento financeiro (que determinavam a criação de planos de longo prazo, detalhados e abrangentes) não funcionam mais na economia atual. A necessidade de agilidade na busca de novas oportunidades, do uso efetivo das redes sociais e da utilização de aspectos de metodologias ""ágeis"", como scrums, para nos adaptarmos às condições do mercado, faz com que as empresas que se utilizam dessas técnicas tenham uma vantagem significativa. Ser pego despreparado por uma mudança no mercado em meio a complexos projetos de marketing de longo prazo é inaceitável. Você descobrirá que a metodologia ágil funciona extremamente bem na adaptação às condições do mercado, ao feedback recebido e às alterações e reformulações de seus planos em busca de novas oportunidades. Este livro mostrará:- como e por que a metodologia ágil pode ser utilizada com eficiência no gerenciamento de projetos de marketing.- ideias acerca de técnicas atualmente utilizadas no mercado.- processos dos quais você pode se utilizar para superar seus concorrentes aproveitando o feedback de seus clientes e para alcançar visibilidade em segmentos em expansão no mercado.- como flexibilizar seu processo de tomada de decisões e superar seus concorrentes oferecendo planos mais adequados, capazes de atender às necessidades reais (e não imaginárias) de seus clientes.",,,,,,,,,,,264,,,,,,português,,,,,,9788575222683,,0,3.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:34:05.807832002,,,,,,,,eZ2YDQAAQBAJ,Profissional,0,,,,,
